student_id,galaxy_id,rest_wave_value,rest_wave_unit,obs_wave_value,obs_wave_unit,velocity_value,velocity_unit,ang_size_value,ang_size_unit,est_dist_value,est_dist_unit,last_modified,measurement_number,id,verified,email,verification_code,username,password,institution,age,gender,ip,lat,lon,profile_created,visits,last_visit,last_visit_ip,seed,team_member,dummy
3370,1576,6565,angstrom,6809,angstrom,11150,"km / s",35,arcsecond,179,Mpc,"2022-12-01 15:40:50",second,3370,1,dummy_student_3370@dummy.school,verification_3370,dummy_student_3370,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:39:45",0,"2022-12-01 15:39:45",NULL,1,pat,1
3371,1576,6565,angstrom,6809,angstrom,11150,"km / s",37,arcsecond,167,Mpc,"2022-12-01 15:42:47",first,3371,1,dummy_student_3371@dummy.school,verification_3371,dummy_student_3371,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:39:59",0,"2022-12-01 15:39:59",NULL,1,pat,1
3371,1576,6565,angstrom,6808,angstrom,11104,"km / s",19,arcsecond,330,Mpc,"2022-12-01 15:42:51",second,3371,1,dummy_student_3371@dummy.school,verification_3371,dummy_student_3371,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:39:59",0,"2022-12-01 15:39:59",NULL,1,pat,1
3372,1576,6565,angstrom,6817,angstrom,11515,"km / s",19,arcsecond,331,Mpc,"2022-12-01 15:41:23",first,3372,1,dummy_student_3372@dummy.school,verification_3372,dummy_student_3372,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:40:56",0,"2022-12-01 15:40:56",NULL,1,pat,1
3372,1576,6565,angstrom,6810,angstrom,11195,"km / s",35,arcsecond,175,Mpc,"2022-12-01 15:41:27",second,3372,1,dummy_student_3372@dummy.school,verification_3372,dummy_student_3372,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:40:56",0,"2022-12-01 15:40:56",NULL,1,pat,1
3373,1576,6565,angstrom,6834,angstrom,12292,"km / s",36,arcsecond,171,Mpc,"2022-12-01 15:41:53",first,3373,1,dummy_student_3373@dummy.school,verification_3373,dummy_student_3373,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:41:31",0,"2022-12-01 15:41:31",NULL,1,pat,1
3373,1576,6565,angstrom,6808,angstrom,11104,"km / s",35,arcsecond,175,Mpc,"2022-12-01 15:42:00",second,3373,1,dummy_student_3373@dummy.school,verification_3373,dummy_student_3373,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:41:31",0,"2022-12-01 15:41:31",NULL,1,pat,1
3374,1576,6565,angstrom,6809,angstrom,11150,"km / s",28,arcsecond,224,Mpc,"2022-12-01 15:43:44",first,3374,1,dummy_student_3374@dummy.school,verification_3374,dummy_student_3374,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:42:15",0,"2022-12-01 15:42:15",NULL,1,pat,1
3374,1576,6565,angstrom,6808,angstrom,11104,"km / s",38,arcsecond,163,Mpc,"2022-12-01 15:43:49",second,3374,1,dummy_student_3374@dummy.school,verification_3374,dummy_student_3374,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:42:15",0,"2022-12-01 15:42:15",NULL,1,pat,1
3375,1576,6565,angstrom,6817,angstrom,11515,"km / s",19,arcsecond,321,Mpc,"2022-12-01 15:43:12",first,3375,1,dummy_student_3375@dummy.school,verification_3375,dummy_student_3375,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:42:54",0,"2022-12-01 15:42:54",NULL,1,pat,1
3375,1576,6565,angstrom,6809,angstrom,11150,"km / s",36,arcsecond,171,Mpc,"2022-12-01 15:43:15",second,3375,1,dummy_student_3375@dummy.school,verification_3375,dummy_student_3375,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:42:54",0,"2022-12-01 15:42:54",NULL,1,pat,1
3377,1576,6565,angstrom,6805,angstrom,10967,"km / s",10,arcsecond,593,Mpc,"2022-12-01 15:45:56",first,3377,1,dummy_student_3377@dummy.school,verification_3377,dummy_student_3377,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:43:28",0,"2022-12-01 15:43:28",NULL,1,pat,1
3377,1576,6565,angstrom,6809,angstrom,11150,"km / s",34,arcsecond,184,Mpc,"2022-12-01 15:46:00",second,3377,1,dummy_student_3377@dummy.school,verification_3377,dummy_student_3377,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:43:28",0,"2022-12-01 15:43:28",NULL,1,pat,1
3378,1576,6565,angstrom,6830,angstrom,12109,"km / s",37,arcsecond,169,Mpc,"2022-12-01 15:44:22",first,3378,1,dummy_student_3378@dummy.school,verification_3378,dummy_student_3378,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:43:51",0,"2022-12-01 15:43:51",NULL,1,pat,1
3378,1576,6565,angstrom,6809,angstrom,11150,"km / s",35,arcsecond,177,Mpc,"2022-12-01 15:44:27",second,3378,1,dummy_student_3378@dummy.school,verification_3378,dummy_student_3378,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:43:51",0,"2022-12-01 15:43:51",NULL,1,pat,1
3379,1576,6565,angstrom,6793,angstrom,10418,"km / s",32,arcsecond,194,Mpc,"2022-12-01 15:44:51",first,3379,1,dummy_student_3379@dummy.school,verification_3379,dummy_student_3379,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:44:29",0,"2022-12-01 15:44:29",NULL,1,pat,1
3379,1576,6565,angstrom,6809,angstrom,11150,"km / s",37,arcsecond,169,Mpc,"2022-12-01 15:45:04",second,3379,1,dummy_student_3379@dummy.school,verification_3379,dummy_student_3379,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:44:29",0,"2022-12-01 15:44:29",NULL,1,pat,1
3382,1576,6565,angstrom,6807,angstrom,11058,"km / s",31,arcsecond,197,Mpc,"2022-12-01 15:46:27",first,3382,1,dummy_student_3382@dummy.school,verification_3382,dummy_student_3382,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:46:02",0,"2022-12-01 15:46:02",NULL,1,pat,1
3382,1576,6565,angstrom,6809,angstrom,11150,"km / s",36,arcsecond,172,Mpc,"2022-12-01 15:46:39",second,3382,1,dummy_student_3382@dummy.school,verification_3382,dummy_student_3382,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 15:46:02",0,"2022-12-01 15:46:02",NULL,1,pat,1
3414,1576,6565,angstrom,6809,angstrom,11150,"km / s",38,arcsecond,161,Mpc,"2022-12-01 17:42:30",first,3414,1,dummy_student_3414@dummy.school,verification_3414,dummy_student_3414,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:41:26",0,"2022-12-01 17:41:26",NULL,1,pat,1
3414,1576,6565,angstrom,6809,angstrom,11150,"km / s",38,arcsecond,162,Mpc,"2022-12-01 17:42:35",second,3414,1,dummy_student_3414@dummy.school,verification_3414,dummy_student_3414,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:41:26",0,"2022-12-01 17:41:26",NULL,1,pat,1
3416,1576,6565,angstrom,6831,angstrom,12155,"km / s",19,arcsecond,331,Mpc,"2022-12-01 17:43:00",first,3416,1,dummy_student_3416@dummy.school,verification_3416,dummy_student_3416,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:42:38",0,"2022-12-01 17:42:38",NULL,1,pat,1
3416,1576,6565,angstrom,6808,angstrom,11104,"km / s",38,arcsecond,162,Mpc,"2022-12-01 17:43:04",second,3416,1,dummy_student_3416@dummy.school,verification_3416,dummy_student_3416,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:42:38",0,"2022-12-01 17:42:38",NULL,1,pat,1
3417,1576,6565,angstrom,6806,angstrom,11012,"km / s",36,arcsecond,173,Mpc,"2022-12-01 17:43:29",first,3417,1,dummy_student_3417@dummy.school,verification_3417,dummy_student_3417,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:43:06",0,"2022-12-01 17:43:06",NULL,1,pat,1
3417,1576,6565,angstrom,6808,angstrom,11104,"km / s",37,arcsecond,167,Mpc,"2022-12-01 17:43:35",second,3417,1,dummy_student_3417@dummy.school,verification_3417,dummy_student_3417,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:43:06",0,"2022-12-01 17:43:06",NULL,1,pat,1
3418,1576,6565,angstrom,6796,angstrom,10555,"km / s",28,arcsecond,218,Mpc,"2022-12-01 17:43:56",first,3418,1,dummy_student_3418@dummy.school,verification_3418,dummy_student_3418,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:43:38",0,"2022-12-01 17:43:38",NULL,1,pat,1
3418,1576,6565,angstrom,6809,angstrom,11150,"km / s",32,arcsecond,195,Mpc,"2022-12-01 17:44:00",second,3418,1,dummy_student_3418@dummy.school,verification_3418,dummy_student_3418,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:43:38",0,"2022-12-01 17:43:38",NULL,1,pat,1
3419,1576,6565,angstrom,6814,angstrom,11378,"km / s",16,arcsecond,379,Mpc,"2022-12-01 17:44:23",first,3419,1,dummy_student_3419@dummy.school,verification_3419,dummy_student_3419,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:44:04",0,"2022-12-01 17:44:04",NULL,1,pat,1
3419,1576,6565,angstrom,6809,angstrom,11150,"km / s",34,arcsecond,184,Mpc,"2022-12-01 17:44:28",second,3419,1,dummy_student_3419@dummy.school,verification_3419,dummy_student_3419,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:44:04",0,"2022-12-01 17:44:04",NULL,1,pat,1
3420,1576,6565,angstrom,6813,angstrom,11332,"km / s",33,arcsecond,189,Mpc,"2022-12-01 17:47:22",first,3420,1,dummy_student_3420@dummy.school,verification_3420,dummy_student_3420,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:44:29",0,"2022-12-01 17:44:29",NULL,1,pat,1
3420,1576,6565,angstrom,6808,angstrom,11104,"km / s",33,arcsecond,189,Mpc,"2022-12-01 17:47:25",second,3420,1,dummy_student_3420@dummy.school,verification_3420,dummy_student_3420,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:44:29",0,"2022-12-01 17:44:29",NULL,1,pat,1
3421,1576,6565,angstrom,6808,angstrom,11104,"km / s",16,arcsecond,379,Mpc,"2022-12-01 17:47:44",first,3421,1,dummy_student_3421@dummy.school,verification_3421,dummy_student_3421,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:47:28",0,"2022-12-01 17:47:28",NULL,1,pat,1
3421,1576,6565,angstrom,6809,angstrom,11150,"km / s",37,arcsecond,165,Mpc,"2022-12-01 17:47:48",second,3421,1,dummy_student_3421@dummy.school,verification_3421,dummy_student_3421,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:47:28",0,"2022-12-01 17:47:28",NULL,1,pat,1
3422,1576,6565,angstrom,6814,angstrom,11378,"km / s",31,arcsecond,202,Mpc,"2022-12-01 17:48:31",first,3422,1,dummy_student_3422@dummy.school,verification_3422,dummy_student_3422,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:47:49",0,"2022-12-01 17:47:49",NULL,1,pat,1
3422,1576,6565,angstrom,6807,angstrom,11058,"km / s",37,arcsecond,166,Mpc,"2022-12-01 17:48:34",second,3422,1,dummy_student_3422@dummy.school,verification_3422,dummy_student_3422,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:47:49",0,"2022-12-01 17:47:49",NULL,1,pat,1
3423,1576,6565,angstrom,6810,angstrom,11195,"km / s",29,arcsecond,211,Mpc,"2022-12-01 17:48:53",first,3423,1,dummy_student_3423@dummy.school,verification_3423,dummy_student_3423,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:48:36",0,"2022-12-01 17:48:36",NULL,1,pat,1
3423,1576,6565,angstrom,6809,angstrom,11150,"km / s",37,arcsecond,169,Mpc,"2022-12-01 17:48:57",second,3423,1,dummy_student_3423@dummy.school,verification_3423,dummy_student_3423,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:48:36",0,"2022-12-01 17:48:36",NULL,1,pat,1
3424,1576,6565,angstrom,6814,angstrom,11378,"km / s",9,arcsecond,665,Mpc,"2022-12-01 17:52:58",first,3424,1,dummy_student_3424@dummy.school,verification_3424,dummy_student_3424,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:49:00",0,"2022-12-01 17:49:00",NULL,1,pat,1
3424,1576,6565,angstrom,6808,angstrom,11104,"km / s",35,arcsecond,174,Mpc,"2022-12-01 17:53:02",second,3424,1,dummy_student_3424@dummy.school,verification_3424,dummy_student_3424,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:49:00",0,"2022-12-01 17:49:00",NULL,1,pat,1
3425,1576,6565,angstrom,6807,angstrom,11058,"km / s",22,arcsecond,285,Mpc,"2022-12-01 17:53:18",first,3425,1,dummy_student_3425@dummy.school,verification_3425,dummy_student_3425,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:04",0,"2022-12-01 17:53:04",NULL,1,pat,1
3425,1576,6565,angstrom,6809,angstrom,11150,"km / s",29,arcsecond,211,Mpc,"2022-12-01 17:53:22",second,3425,1,dummy_student_3425@dummy.school,verification_3425,dummy_student_3425,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:04",0,"2022-12-01 17:53:04",NULL,1,pat,1
3426,1576,6565,angstrom,6806,angstrom,11012,"km / s",16,arcsecond,393,Mpc,"2022-12-01 17:53:36",first,3426,1,dummy_student_3426@dummy.school,verification_3426,dummy_student_3426,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:23",0,"2022-12-01 17:53:23",NULL,1,pat,1
3426,1576,6565,angstrom,6808,angstrom,11104,"km / s",30,arcsecond,209,Mpc,"2022-12-01 17:53:39",second,3426,1,dummy_student_3426@dummy.school,verification_3426,dummy_student_3426,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:23",0,"2022-12-01 17:53:23",NULL,1,pat,1
3427,1576,6565,angstrom,6808,angstrom,11104,"km / s",33,arcsecond,188,Mpc,"2022-12-01 17:53:54",first,3427,1,dummy_student_3427@dummy.school,verification_3427,dummy_student_3427,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:41",0,"2022-12-01 17:53:41",NULL,1,pat,1
3427,1576,6565,angstrom,6809,angstrom,11150,"km / s",31,arcsecond,200,Mpc,"2022-12-01 17:53:57",second,3427,1,dummy_student_3427@dummy.school,verification_3427,dummy_student_3427,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:41",0,"2022-12-01 17:53:41",NULL,1,pat,1
3428,1576,6565,angstrom,6816,angstrom,11469,"km / s",28,arcsecond,220,Mpc,"2022-12-01 17:54:19",first,3428,1,dummy_student_3428@dummy.school,verification_3428,dummy_student_3428,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:59",0,"2022-12-01 17:53:59",NULL,1,pat,1
3428,1576,6565,angstrom,6808,angstrom,11104,"km / s",32,arcsecond,194,Mpc,"2022-12-01 17:54:26",second,3428,1,dummy_student_3428@dummy.school,verification_3428,dummy_student_3428,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:53:59",0,"2022-12-01 17:53:59",NULL,1,pat,1
3429,1576,6565,angstrom,6796,angstrom,10555,"km / s",20,arcsecond,313,Mpc,"2022-12-01 17:54:53",first,3429,1,dummy_student_3429@dummy.school,verification_3429,dummy_student_3429,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:54:29",0,"2022-12-01 17:54:29",NULL,1,pat,1
3429,1576,6565,angstrom,6811,angstrom,11241,"km / s",31,arcsecond,200,Mpc,"2022-12-01 17:54:57",second,3429,1,dummy_student_3429@dummy.school,verification_3429,dummy_student_3429,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:54:29",0,"2022-12-01 17:54:29",NULL,1,pat,1
3430,1576,6565,angstrom,6811,angstrom,11241,"km / s",26,arcsecond,235,Mpc,"2022-12-01 17:55:13",first,3430,1,dummy_student_3430@dummy.school,verification_3430,dummy_student_3430,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:54:59",0,"2022-12-01 17:54:59",NULL,1,pat,1
3430,1576,6565,angstrom,6805,angstrom,10967,"km / s",38,arcsecond,164,Mpc,"2022-12-01 17:55:25",second,3430,1,dummy_student_3430@dummy.school,verification_3430,dummy_student_3430,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:54:59",0,"2022-12-01 17:54:59",NULL,1,pat,1
3431,1576,6565,angstrom,6816,angstrom,11469,"km / s",30,arcsecond,207,Mpc,"2022-12-01 17:55:43",first,3431,1,dummy_student_3431@dummy.school,verification_3431,dummy_student_3431,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:55:28",0,"2022-12-01 17:55:28",NULL,1,pat,1
3431,1576,6565,angstrom,6808,angstrom,11104,"km / s",35,arcsecond,179,Mpc,"2022-12-01 17:55:48",second,3431,1,dummy_student_3431@dummy.school,verification_3431,dummy_student_3431,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:55:28",0,"2022-12-01 17:55:28",NULL,1,pat,1
3432,1576,6565,angstrom,6809,angstrom,11150,"km / s",34,arcsecond,185,Mpc,"2022-12-01 17:56:06",first,3432,1,dummy_student_3432@dummy.school,verification_3432,dummy_student_3432,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:55:50",0,"2022-12-01 17:55:50",NULL,1,pat,1
3432,1576,6565,angstrom,6808,angstrom,11104,"km / s",36,arcsecond,174,Mpc,"2022-12-01 17:56:09",second,3432,1,dummy_student_3432@dummy.school,verification_3432,dummy_student_3432,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:55:50",0,"2022-12-01 17:55:50",NULL,1,pat,1
3433,1576,6565,angstrom,6831,angstrom,12155,"km / s",30,arcsecond,208,Mpc,"2022-12-01 17:56:32",first,3433,1,dummy_student_3433@dummy.school,verification_3433,dummy_student_3433,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:56:11",0,"2022-12-01 17:56:11",NULL,1,pat,1
3433,1576,6565,angstrom,6808,angstrom,11104,"km / s",34,arcsecond,180,Mpc,"2022-12-01 17:56:37",second,3433,1,dummy_student_3433@dummy.school,verification_3433,dummy_student_3433,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:56:11",0,"2022-12-01 17:56:11",NULL,1,pat,1
3434,1576,6565,angstrom,6826,angstrom,11926,"km / s",14,arcsecond,427,Mpc,"2022-12-01 17:58:02",first,3434,1,dummy_student_3434@dummy.school,verification_3434,dummy_student_3434,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:56:39",0,"2022-12-01 17:56:39",NULL,1,pat,1
3434,1576,6565,angstrom,6809,angstrom,11150,"km / s",34,arcsecond,180,Mpc,"2022-12-01 17:58:05",second,3434,1,dummy_student_3434@dummy.school,verification_3434,dummy_student_3434,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:56:39",0,"2022-12-01 17:56:39",NULL,1,pat,1
3435,1576,6565,angstrom,6830,angstrom,12109,"km / s",19,arcsecond,322,Mpc,"2022-12-01 17:58:28",first,3435,1,dummy_student_3435@dummy.school,verification_3435,dummy_student_3435,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:58:07",0,"2022-12-01 17:58:07",NULL,1,pat,1
3435,1576,6565,angstrom,6809,angstrom,11150,"km / s",36,arcsecond,172,Mpc,"2022-12-01 17:58:37",second,3435,1,dummy_student_3435@dummy.school,verification_3435,dummy_student_3435,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:58:07",0,"2022-12-01 17:58:07",NULL,1,pat,1
3436,1576,6565,angstrom,6809,angstrom,11150,"km / s",32,arcsecond,192,Mpc,"2022-12-01 17:59:16",first,3436,1,dummy_student_3436@dummy.school,verification_3436,dummy_student_3436,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:58:39",0,"2022-12-01 17:58:39",NULL,1,pat,1
3436,1576,6565,angstrom,6809,angstrom,11150,"km / s",54,arcsecond,114,Mpc,"2022-12-01 17:59:30",second,3436,1,dummy_student_3436@dummy.school,verification_3436,dummy_student_3436,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:58:39",0,"2022-12-01 17:58:39",NULL,1,pat,1
3437,1576,6565,angstrom,6809,angstrom,11150,"km / s",33,arcsecond,185,Mpc,"2022-12-01 17:59:53",first,3437,1,dummy_student_3437@dummy.school,verification_3437,dummy_student_3437,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:59:36",0,"2022-12-01 17:59:36",NULL,1,pat,1
3437,1576,6565,angstrom,6809,angstrom,11150,"km / s",51,arcsecond,121,Mpc,"2022-12-01 18:00:03",second,3437,1,dummy_student_3437@dummy.school,verification_3437,dummy_student_3437,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 17:59:36",0,"2022-12-01 17:59:36",NULL,1,pat,1
3438,1576,6565,angstrom,6809,angstrom,11150,"km / s",30,arcsecond,208,Mpc,"2022-12-01 18:00:18",first,3438,1,dummy_student_3438@dummy.school,verification_3438,dummy_student_3438,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 18:00:06",0,"2022-12-01 18:00:06",NULL,1,pat,1
3438,1576,6565,angstrom,6809,angstrom,11150,"km / s",39,arcsecond,160,Mpc,"2022-12-01 18:00:22",second,3438,1,dummy_student_3438@dummy.school,verification_3438,dummy_student_3438,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 18:00:06",0,"2022-12-01 18:00:06",NULL,1,pat,1
3439,1576,6565,angstrom,6830,angstrom,12109,"km / s",21,arcsecond,293,Mpc,"2022-12-01 18:00:44",first,3439,1,dummy_student_3439@dummy.school,verification_3439,dummy_student_3439,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 18:00:23",0,"2022-12-01 18:00:23",NULL,1,pat,1
3439,1576,6565,angstrom,6809,angstrom,11150,"km / s",35,arcsecond,176,Mpc,"2022-12-01 18:00:51",second,3439,1,dummy_student_3439@dummy.school,verification_3439,dummy_student_3439,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 18:00:23",0,"2022-12-01 18:00:23",NULL,1,pat,1
3440,1576,6565,angstrom,6830,angstrom,12109,"km / s",20,arcsecond,313,Mpc,"2022-12-01 18:01:11",first,3440,1,dummy_student_3440@dummy.school,verification_3440,dummy_student_3440,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 18:00:53",0,"2022-12-01 18:00:53",NULL,1,pat,1
3440,1576,6565,angstrom,6830,angstrom,12109,"km / s",35,arcsecond,178,Mpc,"2022-12-01 18:01:15",second,3440,1,dummy_student_3440@dummy.school,verification_3440,dummy_student_3440,dummypass,Dummy,NULL,NULL,NULL,NULL,NULL,"2022-12-01 18:00:53",0,"2022-12-01 18:00:53",NULL,1,pat,1
